Title,Rating,Voting,Duration,Duration (min),Genre
Honeko Akabane's Bodyguards,5.9,,1h 57m,117,Animation
Saint Young Men: Holy Men vs Demon Army,3.0,,1h 33m,93,Animation
Bond of Justice: Kizuna Part I - Encounter,6.2,,1h 32m,92,Animation
Hell City,9.1,,1h 30m,90,Animation
Next to Us,4.8,,2h 5m,125,Animation
The Vampire and the Vigilante,3.6,,1h 15m,75,Animation
Rang De Basanti,8.8,,2h 54m,174,Animation
Polar,4.4,,1h 16m,76,Animation
Love You as the World Ends Final,6.3,,1h 55m,115,Animation
The Alexandrian,3.8,,1h 44m,104,Animation
Shadows of Betrayal: Chronicles of Ian Blair,7.3,,1h 5m,65,Animation
Hiranya,5.6,,2h 18m,138,Animation
London Gangsters,4.3,,1h 44m,104,Animation
SCP: The Infinite Mission,6.0,,16+,0,Animation
Too Little Too Late,5.5,,1h 6m,66,Animation
Lisabi: The Uprising,6.1,,1h 47m,107,Animation
Uninvited,6.5,,1h 33m,93,Animation
Türkler Çildirmis Olmali 2: Mavi Vatan,2.2,,1h 40m,100,Animation
Fuuto PI: Portrait of Kamen Rider Skull,7.5,,1h 22m,82,Animation
Dark Fusion,8.5,,1h 30m,90,Animation
Neon Fear,5.8,,40m,40,Animation
Reloaded 2,7.7,,45m,45,Animation
The Evil Three,6.6,,30m,30,Animation
Sumaho o otoshita dake na no ni: Saishusho Final Hacking Game,7.0,,1h 56m,116,Animation
Hrashwo Deergha,8.0,,2h 30m,150,Animation
The Slave and the Sorcerer,6.7,,1h 26m,86,Animation
Revenge,1.7,,2h 7m,127,Animation
Gone with the Dead,4.4,,1h 36m,96,Animation
Anchakkallakokkan,6.6,,2h 6m,126,Animation
Megdan: Between Water and Fire,5.4,,1h 46m,106,Animation
Chasing Raine,2.3,,1h 41m,101,Animation
Pottel,8.2,,2h 28m,148,Animation
Marine Drive,9.5,,1h 45m,105,Animation
Exorcism Chronicles: The Beginning,7.1,,1h 25m,85,Animation
Weapon,5.4,,2h,120,Animation
Tariq,6.2,,2h 2m,122,Animation
Sentimentaaal,5.3,,2h 15m,135,Animation
What Happens in Miami,4.3,,1h 30m,90,Animation
Mechanic Rocky,6.5,,2h 36m,156,Animation
Dünya Mali: Eksi Bir,7.2,,2h 13m,133,Animation
Saala,5.7,,2h 10m,130,Animation
Viswam,4.2,,2h 35m,155,Animation
Deadzone,4.1,,1h 20m,80,Animation
Stranded Pearl,6.0,,1h 30m,90,Animation
Bhimaa,5.1,,2h 21m,141,Animation
Bloodline,9.2,,1h 20m,80,Animation
Pranaya Godari,7.8,,2h 28m,148,Animation
Witch Hunter,5.3,,1h 20m,80,Animation
Sacrum Vindictae II,4.5,,1h 54m,114,Animation
Permafrost,5.7,,1h 20m,80,Animation
South Side Hero,5.4,,1h 32m,92,Animation
Yakuza Girl,2.3,,1h 22m,82,Animation
Genis Aile 4: Cevahir & Ulvi,7.0,,1h 30m,90,Animation
Lie Zhan,6.9,,1h 33m,93,Animation
Gravediggers,6.5,,1h 31m,91,Animation
Brattt,4.7,,1h 57m,117,Animation
Second Life,6.7,,1h 45m,105,Animation
Komandir,6.4,,2h 11m,131,Animation
Spider-Man: Final Swing,8.4,,2h 33m,153,Animation
Purushothamudu,7.4,,2h,120,Animation
Major Grom: The Game,6.1,,2h 48m,168,Animation
The Captives,3.5,,1h 13m,73,Animation
Kuang Bao Ju Xi,5.9,,1h 15m,75,Animation
Wonderful Precure! The Movie! Doki Doki Game no Sekai de Daiboken,7.0,,1h 11m,71,Animation
Kamen Rider Gotchard: The Future Daybreak,7.9,,1h 3m,63,Animation
Cholo Zombies,4.6,,1h 36m,96,Animation
Average Student Nani,7.5,,2h 18m,138,Animation
Rob N Roll,6.1,,1h 38m,98,Animation
Usha Parinayam,9.0,,2h 24m,144,Animation
Itutumba ka ng tatay ko,5.3,,1h 49m,109,Animation
Rathnam,5.4,,2h 35m,155,Animation
Emanet,7.9,,1h 37m,97,Animation
Bheema,5.8,,2h 28m,148,Animation
Petta Rap,3.8,,2h 3m,123,Animation
Pariah Volume 1: Every Street Dog Has a Name,6.9,,2h 18m,138,Animation
Dark World,4.9,,2h 15m,135,Animation
The Burden of Nine Lives,4.7,,1h 56m,116,Animation
Pushpaka Vimanam,5.6,,2h 17m,137,Animation
The Worlds Divide,8.1,,2h,120,Animation
Mega Twister,2.5,,1h 15m,75,Animation
Dhaaak,8.6,,2h 8m,128,Animation
Zénithal,5.5,,1h 20m,80,Animation
"Bullets, Brothers and Blood",7.8,,1h 25m,85,Animation
September Babies,5.8,,1h 34m,94,Animation
Death Bitch,7.2,,1h 28m,88,Animation
The Yoshi Movie,7.7,,1h 45m,105,Animation
Angel of the Warrior,8.5,,1h 30m,90,Animation
Kamen Rider Geats: Jyamato Awaking,7.9,,54m,54,Animation
Aho Vikramaarka,7.4,,2h 16m,136,Animation
Villain - Life of a Gangster,8.9,,2h 21m,141,Animation
Warning 2,7.1,,2h 5m,125,Animation
Holy Punch,5.2,,1h 38m,98,Animation
Iddaru,8.8,,2h 28m,148,Animation
Ultraman Blazar the Movie: Tokyo Kaiju Showdown,7.5,,1h 15m,75,Animation
The Escapee 3: The Final Escape,2.6,,1h 23m,83,Animation
Pungut,6.9,,1h 40m,100,Animation
Hain,2.9,,1h 35m,95,Animation
Rode College,6.6,,2h 48m,168,Animation
Roxana,3.8,,1h 38m,98,Animation
Neo-Dome,6.7,,15m,15,Animation
Artist Unknown,8.7,,1h 22m,82,Animation
Naa Saami Ranga,4.5,,2h 30m,150,Animation
GATAO: Like Father Like Son,6.8,,1h 40m,100,Animation
Special Needs Revolt!,9.0,,1h 53m,113,Animation
Inanimate Insanity II: The Movie,8.4,,1h 46m,106,Animation
Rocky and Bullwinkle,9.2,,1h 40m,100,Animation
Crypto Storm,4.8,,1h 41m,101,Animation
Raktaksha,8.0,,1h 58m,118,Animation
Raanti,6.6,,1h 55m,115,Animation
Election,5.8,,2h,120,Animation
Chaari 111,4.8,,2h 10m,130,Animation
Hakkenden,5.8,,2h 29m,149,Animation
Dr. Jason II - Lights & Shadows,4.9,,1h 2m,62,Animation
Played,6.2,,1h 36m,96,Animation
Naag Bhoomi,5.7,,2h 10m,130,Animation
Thankamani,4.6,,2h 36m,156,Animation
Breaking Tradition,6.9,,1h 27m,87,Animation
Thiragabadara Saami,6.4,,1h 55m,115,Animation
Abudeka Is Back,5.3,,2h,120,Animation
Abnormal: Buas,5.6,,1h 30m,90,Animation
Krishnamma,6.2,,2h 18m,138,Animation
"Silex and the City, le film",4.9,,1h 17m,77,Animation
Slide or Die the Movie,9.2,,2h 7m,127,Animation
Appu,8.6,,1h 32m,92,Animation
Hide and Seek,8.0,,2h 10m,130,Animation
Killer Ex,3.9,,1h 34m,94,Animation
Nenu Keerthana,8.9,,2h 35m,155,Animation
Haraa,5.3,,2h 16m,136,Animation
Mother Mafia,3.2,,1h 20m,80,Animation
Shri Swapankumarer Badami Hyenar Kobole,5.6,,2h 26m,146,Animation
Anthima Theerpu,7.0,,2h 13m,133,Animation
Charlotte Link - Ohne Schuld,5.5,,1h 29m,89,Animation
Sarangadhariya,8.4,,2h 30m,150,Animation
Blocking the Horse,5.8,,1h 34m,94,Animation
Nothing Unusual,8.9,,1h 32m,92,Animation
The Mystery of Humanoid Puppet,6.7,,1h 28m,88,Animation
Mobile Suit Gundam: Silver Phantom,6.1,,1h 30m,90,Animation
Nasha Jurm Aur Gangsters,6.6,,2h 17m,137,Animation
The SML YTP Movie 2: Dimension Trouble,8.3,,1h 34m,94,Animation
Happy Dragons,4.9,,1h 37m,97,Animation
Surge of Power: Where There's Smoke,6.5,,1h 8m,68,Animation
Joshua: Imai Pol Kaka,4.5,,2h 10m,130,Animation
Ajay Gadu,6.9,,1h 48m,108,Animation
Di Renjie: Tongtian xuan an,7.2,,1h 25m,85,Animation
Rock 'n' Roll Ringo,6.3,,1h 41m,101,Animation
Reeza GTR,7.4,,1h 31m,91,Animation
Snowstorm,4.5,,1h 31m,91,Animation
Cândido,6.3,,1h 39m,99,Animation
Chhota Bheem and the Curse of Damyaan,4.8,,2h 25m,145,Animation
Fights Break Sphere 3,4.7,,1h 21m,81,Animation
Supplier Shankara,9.3,,2h 43m,163,Animation
Shockwaves 2,2.8,,1h 19m,79,Animation
Wilhelm Gustloff,8.7,,1h 50m,110,Animation
Chinatown Chacha,5.1,,1h 43m,103,Animation
Surrender,7.8,,2h 29m,149,Animation
Bullet,9.0,,2h 11m,131,Animation
E-mail,5.4,,1h 59m,119,Animation
Kill the Children first,7.8,,1h 46m,106,Animation
Inkabi,4.7,,1h 41m,101,Animation
Joy Hanu Man,8.9,,2h 23m,143,Animation
The Bodyguard,6.6,,1h 27m,87,Animation
Bloodlust,8.2,,1h 37m,97,Animation
Lorry Chapter-1,5.7,,3h 3m,183,Animation
Joachim and the Apocalypse,7.2,,1h 30m,90,Animation
Operation Star,7.7,,1h 42m,102,Animation
El Duro,5.0,,1h 30m,90,Animation
Mercy Killing,8.7,,2h 11m,131,Animation
Dangerous Boys 2,5.1,,1h 55m,115,Animation
Be Forever Yamato: Rebel 3199: Part 1: Dark Invasion,7.0,,50m,50,Animation
Operation Wakaliga: Fate and Blood,6.7,,1h 6m,66,Animation
Zoloto Umalty,4.9,,1h 49m,109,Animation
Yao Shen Ling,6.7,,1h 33m,93,Animation
Ugravatara,7.9,,2h 2m,122,Animation
Hope & Glory,6.6,,44m,44,Animation
Kiyma: Orman Kanunlari,4.5,,1h 21m,81,Animation
Jigar,7.1,,2h 2m,122,Animation
Jurassic Exorcist,3.8,,1h 16m,76,Animation
The Dragon's Tomb,6.8,,1h 17m,77,Animation
Codename: Devil,5.4,,1h 44m,104,Animation
Zhi Bao,5.7,,1h 40m,100,Animation
Halloween: Mal Eterno,8.2,,50m,50,Animation
Kreem,6.8,,1h 55m,115,Animation
Opportunity,8.9,,1h 36m,96,Animation
Kohinoor,8.1,,1h 59m,119,Animation
Framed,4.9,,Not Rated,0,Animation
Vey Dharuvey,6.4,,2h 7m,127,Animation
Mirg,6.1,,1h 23m,83,Animation
The Very Last Christmas,8.5,,1h 15m,75,Animation
Sith Wars: Episódio III - Fantasmas Dos Sith,8.6,,1h 39m,99,Animation
Inherited,9.5,,1h 16m,76,Animation
The Drunken Prodigy,5.7,,1h 47m,107,Animation
The Delegator,4.2,,1h 36m,96,Animation
Skhvatka,5.2,,1h 47m,107,Animation
Inexternal,3.2,,1h 23m,83,Animation
The Journey of Flower,3.9,,1h 37m,97,Animation
The Correct Way of Youth,9.3,,1h 30m,90,Animation
Achilles Curse and the Curse of Treasure,7.4,,2h 5m,125,Animation
Hocus Focus,7.9,,1h 25m,85,Animation
Dhil Raja,9.4,,1h 46m,106,Animation
Raja 420,6.1,,1h 21m,81,Animation
The Bottom Line,6.5,,1h 47m,107,Animation
Ohsama Sentai King-Ohger vs. Donbrothers,6.8,,26m,26,Animation
Combat Code: Hunt,7.4,,1h 16m,76,Animation
Big Brother,8.5,,1h 55m,115,Animation
Kaveri,6.8,,1h 41m,101,Animation
Common Creed: Trafficking,6.7,,1h 46m,106,Animation
Give Me Babies,6.7,,23m,23,Animation
Agent 86,6.7,,1h 27m,87,Animation
Gull Lake Vice II: The Delusion Continues,8.2,,58m,58,Animation
Usire Usire,7.5,,2h 31m,151,Animation
Janna Endoro,8.1,,2h,120,Animation
Dead Hand,4.1,,1h 32m,92,Animation
Firework,6.2,,1h,60,Animation
Day of the Diesels,7.7,,1h 40m,100,Animation
Kaale Angrej,5.5,,2h 11m,131,Animation
Break War,2.4,,1h 26m,86,Animation
Klaantha,6.2,,1h 47m,107,Animation
Mavr,7.5,,1h 23m,83,Animation
Premalo,7.3,,2h 8m,128,Animation
Dheera,7.9,,2h 3m,123,Animation
Mr. Natwarlal,6.4,,2h 10m,130,Animation
Me and the Dragon's Daughter,5.2,,1h 15m,75,Animation
Heavens: The Boy and His Robot,6.3,,1h 38m,98,Animation
Max Beyond,6.6,,1h 33m,93,Animation
Gally Gang Stars,9.0,,2h 37m,157,Animation
Rudra: The Beginning,9.4,,2h 15m,135,Animation
Seetha Kalyana Vaibhogame,8.6,,2h 26m,146,Animation
Rooban,6.5,,2h 5m,125,Animation
Sathyam,7.3,,2h 14m,134,Animation
Vorovka,4.8,,1h 30m,90,Animation
Death Game,5.2,,1h 27m,87,Animation
Kade,6.7,,1h 32m,92,Animation
Atu Nuvve Itu Nuvve,6.5,,2h 3m,123,Animation
Lolipop Gang,3.6,,1h 30m,90,Animation
Useful Idiots,8.3,,1h 32m,92,Animation
The Deal,8.5,,2h 10m,130,Animation
Re Xue Ran Shao,4.2,,1h 53m,113,Animation
Opasni shmatki,5.2,,1h 32m,92,Animation
Vi possiamo salvare,2.7,,1h 29m,89,Animation
Seven Heroes Beat the Monster,6.8,,1h 29m,89,Animation
Jiwa 8 Belas,5.0,,1h 26m,86,Animation
Gintama the Movie 2D: Courtesan of the Nation Arc,7.8,,1h 49m,109,Animation
Riddle of the Shadow Lotus,6.3,,1h 32m,92,Animation
AK47,7.2,,2h 26m,146,Animation
Battling to Survive,7.0,,1h 14m,74,Animation
Guxim,7.7,,1h 15m,75,Animation
Leha,2.3,,1h 38m,98,Animation
Guns Blazin,7.1,,1h 28m,88,Animation
The ShortCut,7.7,,2h 18m,138,Animation
SMB-plush presents trick or death,8.8,,2h,120,Animation
La Tamalera,8.2,,1h 55m,115,Animation
Roudhra Rupaya,7.6,,2h 12m,132,Animation
Dirty Fellow,6.8,,1h 59m,119,Animation
Dheera Bhagat Roy,8.6,,2h 30m,150,Animation
Tranquility: Ghost Stories,7.6,,1h 28m,88,Animation
Blood Vendetta,7.7,,1h 30m,90,Animation
The Winter Prophecy,7.9,,52m,52,Animation
Three Old Captors,7.0,,1h 34m,94,Animation
Oversteer,5.2,,1h 26m,86,Animation
A Reel Heist,5.2,,1h 56m,116,Animation
StarGazer: The Need of the Many,5.0,,47m,47,Animation
No Man Standing,8.6,,1h 33m,93,Animation
Kallu Compound 1995,8.0,,2h 20m,140,Animation
Yentha Panichesav Chanti,9.5,,2h 15m,135,Animation
Urban Vengeance,4.8,,1h 19m,79,Animation
Travesty,6.4,,1h 18m,78,Animation
Kyle and the Last Emerald 2,8.4,,15m,15,Animation
Krapiva: Tsvetok smerti,6.1,,1h 21m,81,Animation
Best Cop Ever,4.3,,2h 2m,122,Animation
Daanvi,1.7,,1h 57m,117,Animation
The Mirage,8.9,,1h 46m,106,Animation
War with the Evil,6.3,,1h 25m,85,Animation
Passazhiry,4.5,,1h 20m,80,Animation
The Domino File,4.7,,1h 42m,102,Animation
Cholay,8.6,,1h,60,Animation
Isle: Alpha One,8.4,,1h 37m,97,Animation
Out of the Shadow,6.5,,1h 29m,89,Animation
"La Protegida, La Película",9.3,,1h 7m,67,Animation
Pithala Maathi,7.6,,2h 20m,140,Animation
Bad Ass Sista,6.9,,1h 20m,80,Animation
PW V: Tears of the Fallen,8.2,,1h,60,Animation
Full Clip for a Snitch,3.9,,1h 15m,75,Animation
S-99,8.7,,1h 59m,119,Animation
El Junior Del Patron,7.4,,1h 32m,92,Animation
Xiao zi,3.5,,1h 41m,101,Animation
Drunken Swordsman,6.7,,1h 31m,91,Animation
Sehnsucht nach Firdaws,8.5,,1h 43m,103,Animation
Los Hijos De Camelia y Emilio,6.4,,1h 22m,82,Animation
Sesh Bazi,6.2,,2h 12m,132,Animation
The End of Hen,9.8,,1h 7m,67,Animation
Po du xing dong,6.8,,1h 19m,79,Animation
Speed Fight,6.8,,1h 27m,87,Animation
The Overseas Killer,6.4,,1h 44m,104,Animation
The Kills,8.8,,1h 10m,70,Animation
Jimmy's Friends,7.0,,1h 34m,94,Animation
El Cartel De Teresa,8.0,,1h 36m,96,Animation
The Vent,8.9,,3m,3,Animation
Kyle and the Last Emerald,5.5,,20m,20,Animation
Captain Superb and the Angel of Destiny,3.3,,2h,120,Animation
Faster: Only one lap,6.9,,1h 30m,90,Animation
Mahserin Üç Delisi,5.9,,1h 18m,78,Animation
Lealtad o Morir,8.2,,1h 27m,87,Animation
Siete Vidas - El Levanton,9.6,,45m,45,Animation
Las Hermanas Del Cartel,8.2,,1h 31m,91,Animation
Piri Reis: The Incredible Chart,6.9,,2h 18m,138,Animation
Duelo De Capos,6.3,,1h 23m,83,Animation
Luna de Hiel,5.8,,1h 23m,83,Animation
Bring Back the Colour,6.4,,47m,47,Animation
Spider-Man: Dimension Rift,8.4,,2h 7m,127,Animation
Zen Fist,7.2,,45m,45,Animation
Killer Lee,1.9,,1h 27m,87,Animation
Mandya Haida,6.2,,2h 19m,139,Animation
Action of Intelligenagency,6.7,,1h 25m,85,Animation
Anger,8.8,,1h 23m,83,Animation
Gadha17,8.0,,1h 30m,90,Animation
Runnin' from Wolves,7.2,,2h 13m,133,Animation
Bush Knife,7.0,,1h 30m,90,Animation
Whispers of the Imperial City,6.8,,1h 30m,90,Animation
Jefa De Jefas,8.2,,1h 22m,82,Animation
Twisters,6.5,,2h 2m,122,Crime
Gladiator II,6.5,,2h 28m,148,Crime
Sonic the Hedgehog 3,6.9,,1h 50m,110,Crime
Kraven the Hunter,5.5,,2h 7m,127,Crime
Deadpool & Wolverine,7.6,,2h 8m,128,Crime
Civil War,7.0,,1h 49m,109,Crime
Dune: Part Two,8.5,,2h 46m,166,Crime
The Ministry of Ungentlemanly Warfare,6.8,,2h 2m,122,Crime
Venom: The Last Dance,6.0,,1h 50m,110,Crime
The Beekeeper,6.3,,1h 45m,105,Crime
The Count of Monte-Cristo,7.6,,2h 58m,178,Crime
Freaky Tales,7.2,,1h 47m,107,Crime
Furiosa: A Mad Max Saga,7.5,,2h 28m,148,Crime
Transformers One,7.6,,1h 44m,104,Crime
Carry-On,6.5,,1h 59m,119,Crime
Borderlands,4.7,,1h 41m,101,Crime
Fight or Flight,6.4,,1h 37m,97,Crime
The Fall Guy,6.8,,2h 6m,126,Crime
The Crow,4.7,,1h 51m,111,Crime
Road House,6.2,,2h 1m,121,Crime
Rebel Ridge,6.8,,2h 11m,131,Crime
Pushpa: The Rule - Part 2,6.1,,3h 21m,201,Crime
Madame Web,4.0,,1h 56m,116,Crime
The Lord of the Rings: The War of the Rohirrim,6.3,,2h 14m,134,Crime
Elevation,5.6,,1h 31m,91,Crime
Absolution,5.2,,1h 52m,112,Crime
Bad Boys: Ride or Die,6.5,,1h 55m,115,Crime
Red One,6.3,,2h 3m,123,Crime
Solo Leveling: ReAwakening,8.8,,2h 1m,121,Crime
Love Lies Bleeding,6.6,,1h 44m,104,Crime
Argylle,5.6,,2h 19m,139,Crime
Damsel,6.1,,1h 50m,110,Crime
William Tell,5.7,,2h 13m,133,Crime
The Union,5.4,,1h 47m,107,Crime
Godzilla x Kong: The New Empire,6.0,,1h 55m,115,Crime
Kingdom of the Planet of the Apes,6.9,,2h 25m,145,Crime
Land of Bad,6.6,,1h 53m,113,Crime
Hellboy: The Crooked Man,4.5,,1h 39m,99,Crime
Kung Fu Panda 4,6.3,,1h 34m,94,Crime
Werewolves,4.4,,1h 33m,93,Crime
Homestead,5.3,,1h 52m,112,Crime
Survive,4.5,,1h 30m,90,Crime
Monkey Man,6.8,,2h 1m,121,Crime
Aftermath,5.1,,1h 37m,97,Crime
The Killer's Game,5.8,,1h 44m,104,Crime
The Instigators,6.2,,1h 41m,101,Crime
Beverly Hills Cop: Axel F,6.4,,1h 58m,118,Crime
Lift,5.5,,1h 47m,107,Crime
Gunner,3.2,,1h 46m,106,Crime
Classified,3.7,,1h 45m,105,Crime
Blitz,6.2,,2h,120,Crime
Uglies,4.7,,1h 40m,100,Crime
Maharaja,8.4,,2h 21m,141,Crime
The Killer,5.7,,2h 6m,126,Crime
Old Guy,5.2,,1h 34m,94,Crime
Drive-Away Dolls,5.4,,1h 24m,84,Crime
Attack on Titan the Movie: The Last Attack,9.2,,2h 25m,145,Crime
Thelma,7.0,,1h 38m,98,Crime
Atlas,5.6,,1h 58m,118,Crime
Azrael,5.4,,1h 26m,86,Crime
Descendants: The Rise of Red,4.7,,1h 31m,91,Crime
Arcadian,5.5,,1h 32m,92,Crime
Toofan,7.4,,2h 25m,145,Crime
Watchmen: Chapter I,7.1,,1h 23m,83,Crime
Marco,6.8,,2h 25m,145,Crime
Apocalypse Z: The Beginning of the End,6.1,,1h 57m,117,Crime
Dirty Angels,4.3,,1h 44m,104,Crime
Canary Black,5.3,,1h 41m,101,Crime
Cash Out,4.8,,1h 32m,92,Crime
Trigger Warning,4.6,,1h 46m,106,Crime
Under Paris,5.2,,1h 44m,104,Crime
Kalki 2898 AD,7.0,,3h,180,Crime
Armor,3.5,,1h 29m,89,Crime
Long Gone Heroes,5.2,,1h 41m,101,Crime
Trouble,6.2,,1h 38m,98,Crime
Rebel Moon - Part Two: The Scargiver,5.3,,2h 2m,122,Crime
Jackpot!,5.8,,1h 46m,106,Crime
11 Rebels,6.3,,2h 35m,155,Crime
Twilight of the Warriors: Walled In,7.0,,2h 6m,126,Crime
Brothers,5.4,,1h 29m,89,Crime
Amaran,8.1,,2h 47m,167,Crime
The Shadow Strays,6.5,,2h 24m,144,Crime
Duchess,4.6,,1h 54m,114,Crime
The Silent Hour,6.1,,1h 39m,99,Crime
The Fix,4.6,,1h 38m,98,Crime
Red Right Hand,5.5,,1h 51m,111,Crime
Weekend in Taipei,5.7,,1h 40m,100,Crime
Hitpig,5.1,,1h 26m,86,Crime
Alien: Rubicon,2.4,,1h 26m,86,Crime
Watchmen: Chapter II,7.0,,1h 30m,90,Crime
Hounds of War,4.5,,1h 35m,95,Crime
Harbin,6.2,,1h 48m,108,Crime
Fighter,6.2,,2h 46m,166,Crime
Uprising,6.6,,2h 6m,126,Crime
No Way Up,4.6,,1h 30m,90,Crime
Boneyard,4.1,,1h 36m,96,Crime
Role Play,5.5,,1h 40m,100,Crime
Hagen,6.0,,2h 19m,139,Crime
Cloud,6.3,,2h 4m,124,Crime
Damaged,4.7,,1h 37m,97,Crime
Bangkok Dog,4.8,,1h 25m,85,Crime
Megamind vs. The Doom Syndicate,2.5,,1h 23m,83,Crime
Chief of Station,4.7,,1h 37m,97,Crime
Take Cover,5.1,,1h 30m,90,Crime
Relay,7.5,,1h 52m,112,Crime
The Prosecutor,6.7,,1h 57m,117,Crime
Karma,8.0,,2h 47m,167,Crime
Baby John,5.2,,2h 39m,159,Crime
The Courier,6.0,,1h 41m,101,Crime
Viduthalai Part 2,7.8,,2h 50m,170,Crime
The Thundermans Return,5.0,,1h 10m,70,Crime
Hanu Man,7.7,,2h 38m,158,Crime
Revolver,5.4,,1h 54m,114,Crime
Singham Again,4.7,,2h 24m,144,Crime
Justice League: Crisis on Infinite Earths - Part One,6.2,,1h 33m,93,Crime
Baby Invasion,4.6,,1h 20m,80,Crime
My Spy: The Eternal City,5.7,,1h 52m,112,Crime
Pusaka,5.2,,1h 30m,90,Crime
The Roundup: Punishment,6.6,,1h 49m,109,Crime
Sikandar Ka Muqaddar,6.0,,2h 22m,142,Crime
River of Blood,5.2,,1h 26m,86,Crime
Levels,5.0,,1h 33m,93,Crime
Darkness of Man,4.8,,1h 49m,109,Crime
The Quiet Ones,6.3,,1h 50m,110,Crime
One More Shot,5.4,,1h 43m,103,Crime
Zero,6.1,,1h 28m,88,Crime
"I, the Executioner",6.4,,1h 58m,118,Crime
Jigra,6.0,,2h 33m,153,Crime
Prey,3.7,,1h 26m,86,Crime
Devara Part 1,6.0,,2h 56m,176,Crime
Justice League: Crisis on Infinite Earths - Part Three,6.1,,1h 34m,94,Crime
Badland Hunters,5.9,,1h 47m,107,Crime
The Last of Us: Immunity,5.0,,1h 4m,64,Crime
My Hero Academia: You're Next,7.0,,1h 50m,110,Crime
Aavesham,7.8,,2h 35m,155,Crime
London Calling,7.5,,1h 49m,109,Crime
Sunray: Fallen Soldier,4.3,,1h 55m,115,Crime
Code 8: Part II,5.7,,1h 40m,100,Crime
Raqa,5.6,,1h 47m,107,Crime
Striking Rescue,5.7,,1h 46m,106,Crime
Ultraman: Rising,6.9,,1h 57m,117,Crime
Demon Slayer: Kimetsu No Yaiba - To the Hashira Training,7.1,,1h 44m,104,Crime
The Price of Money: A Largo Winch Adventure,5.0,,1h 40m,100,Crime
Dominique,5.3,,1h 40m,100,Crime
The Clean Up Crew,4.1,,1h 35m,95,Crime
Utopia,3.6,,1h 31m,91,Crime
Officer Black Belt,6.8,,1h 48m,108,Crime
Mafia Wars,3.4,,1h 34m,94,Crime
Air Force One Down,4.4,,1h 24m,84,Crime
Death Whisperer 2,6.4,,1h 50m,110,Crime
Dan Da Dan: First Encounter,8.2,,1h 23m,83,Crime
Joe Baby,7.4,,1h 26m,86,Crime
The Wages of Fear,4.6,,1h 44m,104,Crime
Night Call,6.8,,1h 37m,97,Crime
Pani,6.9,,2h 23m,143,Crime
KA,7.1,,2h 31m,151,Crime
Simarik,6.5,,1h 51m,111,Crime
Anaconda,4.9,,1h 24m,84,Crime
Cesium Fallout,6.4,,2h 16m,136,Crime
Dark Match,5.4,,1h 34m,94,Crime
Latency,4.2,,1h 34m,94,Crime
Article 370,7.8,,2h 38m,158,Crime
The Family Star,5.4,,2h 39m,159,Crime
Life After Fighting,6.4,,2h 6m,126,Crime
Kill Em All 2,4.1,,1h 28m,88,Crime
One Fast Move,5.0,,1h 48m,108,Crime
40 Acres,6.9,,1h 53m,113,Crime
Rogue Elements: A Ryan Drake Story,4.7,,44m,44,Crime
Murder Company,3.7,,1h 26m,86,Crime
Elyas,6.1,,1h 45m,105,Crime
Justice League: Crisis on Infinite Earths - Part Two,5.5,,1h 34m,94,Crime
Bougainvillea,6.4,,2h 18m,138,Crime
200% Wolf,5.9,,1h 38m,98,Crime
Savi,6.1,,2h 6m,126,Crime
Handsome Guys,6.5,,1h 41m,101,Crime
Lights Out,4.9,,1h 30m,90,Crime
Rifle Club,7.0,,1h 53m,113,Crime
Angels Fallen: Warriors of Peace,4.9,,1h 43m,103,Crime
The Greatest of All Time,5.7,,3h 3m,183,Crime
Alienoid: The Return to the Future,6.5,,2h 2m,122,Crime
Sixty Minutes,5.7,,1h 28m,88,Crime
City Hunter,6.3,,1h 42m,102,Crime
Vanvaas,6.6,,2h 40m,160,Crime
The Twisters,2.5,,1h 26m,86,Crime
Panda Plan,5.1,,1h 39m,99,Crime
Escape,6.4,,1h 34m,94,Crime
Bloody Escape: Bats out of Hell,5.5,,1h 40m,100,Crime
The Tiger's Apprentice,5.7,,1h 24m,84,Crime
Arena Wars,4.8,,1h 36m,96,Crime
Sorgavaasal,6.6,,2h 18m,138,Crime
Golden Kamuy,6.3,,2h 7m,127,Crime
Overlord: The Sacred Kingdom,6.9,,2h 15m,135,Crime
Saripodhaa Sanivaaram,7.0,,2h 46m,166,Crime
Agent Recon,2.4,,1h 25m,85,Crime
All the Lost Ones,3.7,,1h 46m,106,Crime
Heart of the Hunter,4.7,,1h 45m,105,Crime
Freedom,5.9,,1h 50m,110,Crime
Khadaan,7.1,,2h 17m,137,Crime
Agni,7.2,,2h 2m,122,Crime
Paradox Effect,6.0,,1h 27m,87,Crime
Operation Blood Hunt,3.4,,1h 33m,93,Crime
Wynonna Earp: Vengeance,5.6,,1h 36m,96,Crime
Everybody Loves Jenifa,8.3,,2h 15m,135,Crime
The Last Kumite,4.6,,1h 45m,105,Crime
Hijack 1971,6.8,,1h 40m,100,Crime
Bade Miyan Chote Miyan,3.8,,2h 43m,163,Crime
Die Hart 2: Die Harter,4.3,,1h 32m,92,Crime
Outlaw,5.2,,1h 22m,82,Crime
Sheriff,6.9,,2h 13m,133,Crime
Kahar: Kapla High Council,6.9,,1h 42m,102,Crime
Kanguva,4.5,,2h 32m,152,Crime
How to Rob a Bank,6.6,,1h 28m,88,Crime
Bad Boyz,3.2,,2h 30m,150,Crime
